	MS28F1_sample2	MS28F1_sample3	MS28F1_sample4	MS28F1_sample5	MS28F1_sample6	MS28F1_sample7	MS28F1_sample8	MS28F1_sample9	MS28F1_sample11	MS28F1_sample14
mmu_piR_039484|gb|piRNA_3330|Mus_musculus:8:95082687:95082716:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_004573|gb|DQ553422|Mus_musculus:2:92387805:92387836:Plus	0	1	0	0.5	1	0	0	0	0	0
mmu_piR_039479|gb|piRNA_3313|Mus_musculus:8:96307038:96307061:Minus	0	1	0	0	0	0	2	0	0	0
mmu_piR_012532|gb|DQ689735|Mus_musculus:10:100013044:100013072:Plus	0	1	0	0	0	0	0	0	0	1
mmu_piR_018024|gb|DQ697892|Mus_musculus:6:127768868:127768895:Plus	0	1	0	0	1	0	0	0	0	0
mmu_piR_035005|gb|DQ722612|Mus_musculus:2:92375899:92375928:Plus	0	1	0.5	1.5	0	0	0	3.5	0.5	0
mmu_piR_002380|gb|DQ546336|Mus_musculus:4:41997991:41998019:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_028066|gb|DQ712570|Mus_musculus:13:53405440:53405464:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_034139|gb|DQ721353|Mus_musculus:9:67524197:67524223:Minus	0	1	2	2	3	0	1	0	1	2
mmu_piR_021699|gb|DQ703296|Mus_musculus:15:74475148:74475178:Plus	0	1	0	0	0	0	0	0	0	0.5
mmu_piR_033616|gb|DQ720588|Mus_musculus:5:150076573:150076603:Minus	0	1	0	0	0	0	0	0	0.5	1
mmu_piR_021967|gb|DQ703696|Mus_musculus:10:85196350:85196379:Plus	0	1	1	0	1	2	1	0	3	0
mmu_piR_015120|gb|DQ693624|Mus_musculus:12:98804924:98804952:Minus	0	1	0	0	1	1	0	2	2	0
mmu_piR_019557|gb|DQ700176|Mus_musculus:5:150070268:150070296:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_008491|gb|DQ567631|Mus_musculus:17:66117047:66117074:Plus	0	1	0	1	3	0	1	3	4	1
mmu_piR_026411|gb|DQ710188|Mus_musculus:2:100221986:100222012:Plus	0	1	0	0	0	0	0	0	2	1
mmu_piR_021116|gb|DQ702458|Mus_musculus:5:115110878:115110907:Minus	0	1	0	0	0	0	0	0	0	0.5
mmu_piR_026380|gb|DQ710142|Mus_musculus:15:59090642:59090668:Minus	0	1	0	0	0	0	0	1.5	0.5	2
mmu_piR_032719|gb|DQ719216|Mus_musculus:10:66090777:66090807:Minus	0	1	0	1	0	1	0	0	2	1
mmu_piR_008451|gb|DQ567499|Mus_musculus:15:74464020:74464048:Plus	0	1	0	0	0	1	0	0.5	0	1.5
mmu_piR_017131|gb|DQ696595|Mus_musculus:12:98847802:98847831:Plus	0	1	0	0	1	0	0	0	0	0
mmu_piR_032220|gb|DQ718485|Mus_musculus:7:73013311:73013338:Plus	0	1	0	0	1	0	0	1	0	0
mmu_piR_030229|gb|DQ715668|Mus_musculus:15:74464591:74464621:Plus	0	1	1	1	5	0	1	2	4	2
mmu_piR_039860|gb|piRNA_749|Mus_musculus:15:74463979:74464004:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_025743|gb|DQ709201|Mus_musculus:5:113593533:113593561:Plus	0	1	1	2	1	0	0	0	4	0
mmu_piR_034625|gb|DQ722049|Mus_musculus:15:83182131:83182160:Minus	0	1	0	0	0	0.2	0	0	0	0
mmu_piR_017075|gb|DQ696511|Mus_musculus:4:57454945:57454975:Minus	0	1	0	1	2	0	0.5	0	0	2
mmu_piR_021405|gb|DQ702866|Mus_musculus:12:98796498:98796526:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_038054|gb|DQ727029|Mus_musculus:9:67495314:67495344:Minus	0	1	0	0.5	0	0	1	0	1	0
mmu_piR_037877|gb|DQ726763|Mus_musculus:15:59098337:59098364:Minus	0	1	0	0	0.333333333333333	0.666666666666667	0	0	0	0
mmu_piR_012852|gb|DQ690240|Mus_musculus:15:78480370:78480394:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_014397|gb|DQ692569|Mus_musculus:8:113012910:113012939:Plus	0	1	0	0	0	0	0	1	0	0
mmu_piR_024300|gb|DQ707123|Mus_musculus:9:67508515:67508544:Minus	0	1	0.5	0.333333333333333	0.5	0	0	1	1.83333333333333	0.5
mmu_piR_007970|gb|DQ565786|Mus_musculus:14:22925280:22925310:Plus	0	1	0	1.33333333333333	1	1	0	0	0	0
mmu_piR_028402|gb|DQ713042|Mus_musculus:12:98801555:98801584:Minus	0	1	0	0	0	0	0	1.5	0.5	0.5
mmu_piR_039052|gb|piRNA_2562|Mus_musculus:5:150093080:150093106:Minus	0	1	2	1	3	0	1	0	0	5
mmu_piR_028300|gb|DQ712901|Mus_musculus:10:62060683:62060711:Plus	0	1	0	1	0	1	0	0	0	0
mmu_piR_020650|gb|DQ701807|Mus_musculus:7:73660304:73660331:Minus	0	1	0	0	0	0	1	0	0	0
mmu_piR_013023|gb|DQ690510|Mus_musculus:14:43862017:43862047:Plus	0	1	0	0	0	0	0.5	1	0.5	0
mmu_piR_016504|gb|DQ695681|Mus_musculus:12:98822425:98822456:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_009934|gb|DQ685714|Mus_musculus:6:87958674:87958703:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_022819|gb|DQ704954|Mus_musculus:14:22939105:22939135:Plus	0	1	1	1	3	0	1	0	0	0
mmu_piR_019597|gb|DQ700237|Mus_musculus:15:78493194:78493223:Minus	0	1	0	0	0	1	1	0	0	0
mmu_piR_032333|gb|DQ718644|Mus_musculus:17:48578269:48578298:Minus	0	1	2.83333333333333	0	1	0	0.333333333333333	0	1	0
mmu_piR_020186|gb|DQ701121|Mus_musculus:15:59085903:59085932:Minus	0	1	0	0	0	0	0	1	1	0
mmu_piR_009012|gb|DQ569137|Mus_musculus:5:115109884:115109913:Minus	0	1	1	0	0	0	0	1	0	0
mmu_piR_023405|gb|DQ705806|Mus_musculus:18:67169999:67170028:Minus	0	1	0	0	0.833333333333333	0	0	0	1.83333333333333	0.666666666666667
mmu_piR_021053|gb|DQ702371|Mus_musculus:5:144019299:144019327:Plus	0	1	0	0	1	0	1	1	1	0
mmu_piR_003534|gb|DQ550160|Mus_musculus:1:93389061:93389092:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_009450|gb|DQ684937|Mus_musculus:6:127778044:127778066:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_027239|gb|DQ711382|Mus_musculus:4:93808755:93808783:Minus	0	1	0	0	0	1	0	0	0	0
mmu_piR_039312|gb|piRNA_3023|Mus_musculus:7:73692193:73692218:Plus	0	1	0	0	0	0	0	0	1	1
mmu_piR_036525|gb|DQ724820|Mus_musculus:2:127383844:127383874:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_014094|gb|DQ692126|Mus_musculus:11:103252588:103252617:Plus	0	1	0	0	0	0	0	0	0	2
mmu_piR_034267|gb|DQ721537|Mus_musculus:18:67185520:67185549:Minus	0	1	0.333333333333333	1	1.5	0	2	0.333333333333333	0	1
mmu_piR_029705|gb|DQ714914|Mus_musculus:15:59083522:59083551:Minus	0	1	1	0	0	0	0	0	1	0
mmu_piR_037409|gb|DQ726096|Mus_musculus:6:127762517:127762544:Plus	0	1	0	0	0	0	0	0	0	1
mmu_piR_020457|gb|DQ701518|Mus_musculus:12:98810280:98810308:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_016410|gb|DQ695535|Mus_musculus:2:92382110:92382140:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_020810|gb|DQ702030|Mus_musculus:11:103254124:103254144:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_005760|gb|DQ557272|Mus_musculus:9:54035758:54035788:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_012941|gb|DQ690390|Mus_musculus:5:113583332:113583362:Plus	0	1	1.16666666666667	0.666666666666667	2.66666666666667	0.333333333333333	1.5	0	2.5	1.16666666666667
mmu_piR_017241|gb|DQ696769|Mus_musculus:13:53405679:53405708:Plus	0	1	0	0	0	0	0	0.5	0	0
mmu_piR_009801|gb|DQ685510|Mus_musculus:9:67535203:67535233:Plus	0	1	0	0	0	0	0	2	1	0
mmu_piR_001423|gb|DQ543366|Mus_musculus:10:75301689:75301719:Plus	0	1	0	0	1	0	1	1	2	0
mmu_piR_020338|gb|DQ701353|Mus_musculus:10:62064912:62064935:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_018499|gb|DQ698647|Mus_musculus:17:27034914:27034944:Minus	0	1	0.25	0	1.33333333333333	0.25	0	1	2	0.5
mmu_piR_017644|gb|DQ697357|Mus_musculus:11:107812017:107812047:Plus	0	1	0	0	0.5	0	1	0.5	0.5	1
mmu_piR_006972|gb|DQ562423|Mus_musculus:13:52135564:52135590:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_017846|gb|DQ697651|Mus_musculus:6:85078455:85078483:Minus	0	1	1.33333333333333	0	1	0	0	0	0	0
mmu_piR_004289|gb|DQ552443|Mus_musculus:11:103250864:103250893:Plus	0	1	1	1	2	0	0	1	2	2
mmu_piR_023836|gb|DQ706459|Mus_musculus:15:59105441:59105471:Plus	0	1	1.33333333333333	0	1.5	0.5	0	0.833333333333333	1	3
mmu_piR_022357|gb|DQ704306|Mus_musculus:15:59094477:59094507:Minus	0	1	0	0	0	0	1	0	0	0
mmu_piR_028835|gb|DQ713661|Mus_musculus:12:98817239:98817268:Minus	0	1	0.5	0	0	0.5	0	0.5	0	0
mmu_piR_016477|gb|DQ695640|Mus_musculus:7:73682237:73682257:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_037373|gb|DQ726047|Mus_musculus:2:150844595:150844624:Plus	0	1	0	0	1	0	0	0	1	0
mmu_piR_013771|gb|DQ691633|Mus_musculus:15:74472837:74472867:Plus	0	1	1	0	0	0	0	1	1	0
mmu_piR_021081|gb|DQ702408|Mus_musculus:9:54031718:54031746:Minus	0	1	0	0	1	0	0	0	0	1
mmu_piR_001041|gb|DQ542180|Mus_musculus:9:67527017:67527046:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_028604|gb|DQ713330|Mus_musculus:7:72988724:72988753:Plus	0	1	0	0	0	0	0	0	0.5	2
mmu_piR_022546|gb|DQ704580|Mus_musculus:14:22939454:22939481:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_007939|gb|DQ565660|Mus_musculus:9:67554059:67554088:Plus	0	1	0	0	0	0	0	0	2	0
mmu_piR_034891|gb|DQ722429|Mus_musculus:2:92362334:92362362:Plus	0	1	0	0	1.5	0	0	4	2	1
mmu_piR_005098|gb|DQ555066|Mus_musculus:10:62059765:62059794:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_002607|gb|DQ547086|Mus_musculus:18:11292075:11292100:Minus	0	1	0	0	0	0	0	0.5	0.5	0.5
mmu_piR_038724|gb|piRNA_185|Mus_musculus:10:66091808:66091833:Minus	0	1	1	0	0	0	0	0	1	0
mmu_piR_016890|gb|DQ696246|Mus_musculus:10:85194557:85194585:Plus	0	1	0	0	0	1	0	0	0	0
mmu_piR_016713|gb|DQ695990|Mus_musculus:12:98788852:98788877:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_009458|gb|DQ684954|Mus_musculus:5:135445550:135445579:Plus	0	1	0	2	1	0	0	0	0	0
mmu_piR_011201|gb|DQ687685|Mus_musculus:2:92377436:92377465:Plus	0	1	2.5	3.33333333333333	1	0	0	2.33333333333333	3.33333333333333	0
mmu_piR_001131|gb|DQ542452|Mus_musculus:10:75284619:75284650:Plus	0	1	0	0	0	0	0	0	1	0
mmu_piR_034635|gb|DQ722062|Mus_musculus:6:127756759:127756788:Minus	0	1	0	0.5	0.5	0	0	0	0	0.5
mmu_piR_010619|gb|DQ686804|Mus_musculus:5:102075955:102075985:Minus	0	1	1	1	0	0	1	1	0	0
mmu_piR_037357|gb|DQ726023|Mus_musculus:15:59103689:59103719:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_018492|gb|DQ698638|Mus_musculus:6:127778782:127778808:Plus	0	1	0	0	0	1	0	0	0	0
mmu_piR_027650|gb|DQ711964|Mus_musculus:14:18440429:18440459:Minus	0	1	0	4	1	0	1	0	0	1
mmu_piR_036541|gb|DQ724843|Mus_musculus:6:128150501:128150531:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_016162|gb|DQ695172|Mus_musculus:9:54022911:54022940:Minus	0	1	0	1	0	0	0	0	0	1
mmu_piR_013375|gb|DQ691029|Mus_musculus:7:72990054:72990083:Plus	0	1	0	0	0	0	1	0	1	0
mmu_piR_031060|gb|DQ716839|Mus_musculus:17:27067162:27067185:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_023316|gb|DQ705667|Mus_musculus:2:150841923:150841953:Plus	0	1	1	1	3	2	0	1	2	1
mmu_piR_016092|gb|DQ695070|Mus_musculus:10:86004816:86004844:Minus	0	1	0	1	0	0	0	0	1	0
mmu_piR_029068|gb|DQ714014|Mus_musculus:5:113562976:113563005:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_013817|gb|DQ691697|Mus_musculus:5:150084915:150084944:Minus	0	1	0	0	0	0	2	0	1	0
mmu_piR_022846|gb|DQ704987|Mus_musculus:7:69781865:69781891:Minus	0	1	0	1	0	0	0	0	0	0
mmu_piR_024145|gb|DQ706910|Mus_musculus:9:67539857:67539885:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_012064|gb|DQ689013|Mus_musculus:5:150085153:150085179:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_022128|gb|DQ703945|Mus_musculus:6:127753289:127753317:Minus	0	1	2	1	1	0	0	1	2	0
mmu_piR_007201|gb|DQ563139|Mus_musculus:17:48578303:48578332:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_025569|gb|DQ708940|Mus_musculus:7:73697908:73697936:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_033578|gb|DQ720535|Mus_musculus:15:74475035:74475063:Plus	0	1	1	1	0	0	0	1	1.5	0
mmu_piR_030540|gb|DQ716101|Mus_musculus:17:27048931:27048956:Minus	0	1	0	1	0	0	0	1	0	0
mmu_piR_037837|gb|DQ726693|Mus_musculus:1:93235167:93235196:Minus	0	1	0.333333333333333	0	2	0	0	1.33333333333333	0.833333333333333	0.833333333333333
mmu_piR_010546|gb|DQ686695|Mus_musculus:2:92362758:92362788:Plus	0	1	0	0	0	1	0	0	1	0
mmu_piR_008778|gb|DQ568435|Mus_musculus:6:85954941:85954966:Minus	0	1	0	0	0.5	0	0	1.5	1	0
mmu_piR_002364|gb|DQ546263|Mus_musculus:14:22925435:22925464:Plus	0	1	0	0	0.5	0	0	0	0	0
mmu_piR_010362|gb|DQ686393|Mus_musculus:6:81863993:81864021:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_020580|gb|DQ701697|Mus_musculus:7:69788815:69788844:Plus	0	1	0	0	0	0	0	0	0.5	0
mmu_piR_027930|gb|DQ712360|Mus_musculus:7:69793559:69793588:Plus	0	1	1	3	3	1	5	2	1	0
mmu_piR_023753|gb|DQ706336|Mus_musculus:3:35067755:35067784:Plus	0	1	0	0	0	0	0	0	2	0
mmu_piR_039006|gb|piRNA_2451|Mus_musculus:5:113564041:113564077:Minus	0	1	1	0	0	1	0	1	1	0
mmu_piR_028071|gb|DQ712575|Mus_musculus:2:92358735:92358765:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_020459|gb|DQ701520|Mus_musculus:6:128150421:128150451:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_023847|gb|DQ706474|Mus_musculus:17:27019397:27019425:Minus	0	1	0	0	0	1	0	0	0	0
mmu_piR_000109|gb|AB251215|Mus_musculus:15:59084223:59084253:Minus	0	1	0	0	0.5	0	0	0	0	0
mmu_piR_013567|gb|DQ691341|Mus_musculus:5:150080371:150080399:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_012101|gb|DQ689076|Mus_musculus:1:94823938:94823968:Minus	0	1	0	0	0	0	0	0	1	0.5
mmu_piR_012096|gb|DQ689069|Mus_musculus:9:54030671:54030699:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_016322|gb|DQ695405|Mus_musculus:18:67167241:67167270:Minus	0	1	0	0	0	0.5	0	2	1	1
mmu_piR_039986|gb|piRNA_999|Mus_musculus:17:66116862:66116892:Plus	0	1	0	0.5	0	0	0	0	1.33333333333333	0.5
mmu_piR_035152|gb|DQ722831|Mus_musculus:4:61709164:61709194:Minus	0	1	0	0.5	0	0	0	0	0	0
mmu_piR_031178|gb|DQ716999|Mus_musculus:4:57453945:57453974:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_027660|gb|DQ711977|Mus_musculus:9:67536191:67536219:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_025338|gb|DQ708609|Mus_musculus:2:150846797:150846826:Plus	0	1	1	0	0	1	0	0	0.5	0
mmu_piR_015476|gb|DQ694158|Mus_musculus:12:98797128:98797156:Minus	0	1	0	0	0	0	0.333333333333333	0	0.333333333333333	0.5
mmu_piR_017526|gb|DQ697178|Mus_musculus:5:144019540:144019568:Plus	0	1	1	0	1	0	0	0	0	0
mmu_piR_002718|gb|DQ547452|Mus_musculus:10:18489008:18489035:Minus	0	1	0	0	0	0	1	0	0	0
mmu_piR_029558|gb|DQ714718|Mus_musculus:17:27035691:27035720:Minus	0	1	0	0	0.5	0	0	0	0.333333333333333	0
mmu_piR_036448|gb|DQ724710|Mus_musculus:17:27052482:27052511:Minus	0	1	0	0	0	0	0	0	1.5	0
mmu_piR_028208|gb|DQ712776|Mus_musculus:11:103255214:103255242:Plus	0	1	0	0	0	0	1	0	0	0
mmu_piR_031367|gb|DQ717268|Mus_musculus:14:22948962:22948992:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_008117|gb|DQ566291|Mus_musculus:15:59102234:59102263:Minus	0	1	0	1	0	0	0	0	0	2
mmu_piR_022378|gb|DQ704338|Mus_musculus:11:103252210:103252239:Plus	0	1	0	0	0	0	0.5	0	0.333333333333333	0
mmu_piR_015964|gb|DQ694883|Mus_musculus:6:81865961:81865990:Minus	0	1	0.5	0	0	0	0	0	0	0
mmu_piR_000841|gb|DQ541566|Mus_musculus:15:78483985:78484013:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_002128|gb|DQ545412|Mus_musculus:2:92386397:92386426:Plus	0	1	0	0	0	0	0	0	0	1
mmu_piR_030138|gb|DQ715540|Mus_musculus:6:81865427:81865456:Minus	0	1	0	0	0.5	0	0	0	0.5	0
mmu_piR_011635|gb|DQ688353|Mus_musculus:6:127764082:127764110:Plus	0	1	0	0	0	0	0	0	0	2
mmu_piR_014776|gb|DQ693130|Mus_musculus:7:73688303:73688332:Minus	0	1	0.5	1	0	0	1	1	0	0
mmu_piR_007442|gb|DQ563913|Mus_musculus:9:67556388:67556418:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_011403|gb|DQ687999|Mus_musculus:17:66052880:66052910:Minus	0	1	0	0	0.333333333333333	0	0.333333333333333	0.5	0.5	0.25
mmu_piR_038613|gb|piRNA_1637|Mus_musculus:17:27048742:27048767:Minus	0	1	1.5	0	0.5	1	1.5	2	1	0
mmu_piR_032560|gb|DQ718984|Mus_musculus:2:150841573:150841602:Plus	0	1	0	0.5	1	0	1	0	0	0.5
mmu_piR_016268|gb|DQ695330|Mus_musculus:14:18433699:18433728:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_018853|gb|DQ699164|Mus_musculus:18:67160557:67160588:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_012535|gb|DQ689740|Mus_musculus:17:27073202:27073231:Plus	0	1	0	0	1	0	0.5	0	0	0
mmu_piR_039118|gb|piRNA_2689|Mus_musculus:6:127766161:127766187:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_031064|gb|DQ716846|Mus_musculus:15:59107142:59107170:Plus	0	1	0	0	0.5	0	0	0	1	1
mmu_piR_032256|gb|DQ718537|Mus_musculus:2:92374047:92374077:Plus	0	1	0	0	0	0	0	0	0	1
mmu_piR_010656|gb|DQ686858|Mus_musculus:18:67184875:67184904:Minus	0	1	0	0	1	0	0	0	1	0
mmu_piR_025095|gb|DQ708265|Mus_musculus:9:67539568:67539597:Plus	0	1	0	0	0	0	0.5	0.5	0	0
mmu_piR_014419|gb|DQ692603|Mus_musculus:18:67167914:67167942:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_012791|gb|DQ690134|Mus_musculus:5:113562960:113562988:Minus	0	1	0.5	1.16666666666667	0	0	1.16666666666667	1	0.5	0.5
mmu_piR_035340|gb|DQ723102|Mus_musculus:7:72984863:72984892:Plus	0	1	0	1	0	1	0	0	1	1
mmu_piR_016736|gb|DQ696021|Mus_musculus:6:127799184:127799212:Plus	0	1	0	0	0	0	0	1	0	0
mmu_piR_003125|gb|DQ548816|Mus_musculus:17:27039393:27039422:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_034564|gb|DQ721958|Mus_musculus:10:75281860:75281890:Plus	0	1	4	0	0	0	2	0	0	0
mmu_piR_019256|gb|DQ699731|Mus_musculus:9:67503234:67503264:Minus	0	1	0	0	0	0	0	1	2	0
mmu_piR_004555|gb|DQ553367|Mus_musculus:6:127772549:127772577:Plus	0	1	0	0	0	1	0	0	0	0
mmu_piR_009526|gb|DQ685070|Mus_musculus:9:67508637:67508667:Minus	0	1	0	0	0.5	0.5	0	0	0	0
mmu_piR_009979|gb|DQ685784|Mus_musculus:18:67183719:67183747:Minus	0	1	1	1	2	0.5	0.5	0	0	2
mmu_piR_018294|gb|DQ698327|Mus_musculus:6:127774114:127774143:Plus	0	1	1	1	0	1	0	0	0	0
mmu_piR_033471|gb|DQ720377|Mus_musculus:12:98808082:98808113:Minus	0	1	0	0	0	1	1	0	0	0
mmu_piR_033454|gb|DQ720349|Mus_musculus:6:127773590:127773620:Plus	0	1	1	0	1	0	0	1	1	2
mmu_piR_035834|gb|DQ723843|Mus_musculus:15:59106057:59106086:Plus	0	1	0	0	0	0	0	0	0	1
mmu_piR_000689|gb|DQ541213|Mus_musculus:6:127772538:127772566:Plus	0	1	0	0	0	0	0	0.5	0	0
mmu_piR_014443|gb|DQ692638|Mus_musculus:5:113592112:113592141:Plus	0	1	0	0	0	0	0	0	1	2
mmu_piR_019802|gb|DQ700549|Mus_musculus:4:93820137:93820166:Minus	0	1	0	0	1	0	0	0	0	0
mmu_piR_021560|gb|DQ703093|Mus_musculus:9:67493331:67493359:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_002608|gb|DQ547087|Mus_musculus:10:100012476:100012505:Plus	0	1	0	0	0	0	0	0.5	0.5	0.5
mmu_piR_024046|gb|DQ706760|Mus_musculus:9:54036085:54036114:Minus	0	1	0	2	0	0	0	0	0	3.5
mmu_piR_011309|gb|DQ687855|Mus_musculus:4:93814462:93814491:Minus	0	1	0	0.75	0	0	0	1	1.33333333333333	2
mmu_piR_021740|gb|DQ703362|Mus_musculus:5:113572312:113572337:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_003577|gb|DQ550281|Mus_musculus:12:98795659:98795687:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_017861|gb|DQ697667|Mus_musculus:15:83183003:83183034:Minus	0	1	0	0.5	0	0	0	0	0	0
mmu_piR_017066|gb|DQ696496|Mus_musculus:17:27019157:27019183:Minus	0	1	0	0	0	0	0	0	0	1
mmu_piR_010640|gb|DQ686834|Mus_musculus:7:52776904:52776932:Plus	0	1	0	0	0	0	0	0	1	1
mmu_piR_031708|gb|DQ717758|Mus_musculus:6:127762198:127762229:Plus	0	1	0	1	2	0	0	0	0	0
mmu_piR_033410|gb|DQ720287|Mus_musculus:4:41998040:41998069:Plus	0	1	1	0	0	0	0	0	2	2
mmu_piR_028548|gb|DQ713247|Mus_musculus:7:69777077:69777106:Minus	0	1	0	0	1	1	0	0	0	0
mmu_piR_024453|gb|DQ707338|Mus_musculus:17:66097729:66097757:Minus	0	1	0	0	1	0	0	0	1	0
mmu_piR_014588|gb|DQ692841|Mus_musculus:11:79510926:79510955:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_015249|gb|DQ693812|Mus_musculus:7:69759927:69759953:Minus	0	1	2	0	0	0	0	1	0	2
mmu_piR_026532|gb|DQ710364|Mus_musculus:5:135446933:135446962:Plus	0	1	0	0	0	0	0	0	1	0
mmu_piR_013359|gb|DQ691004|Mus_musculus:2:92382616:92382644:Plus	0	1	0.5	0	0	0	1	1	0	0
mmu_piR_015227|gb|DQ693776|Mus_musculus:7:69778753:69778781:Minus	0	1	0	1	0	0	0	0	0	1
mmu_piR_030032|gb|DQ715387|Mus_musculus:18:67167591:67167620:Minus	0	1	0	0	0	0.25	0	0	1.5	0
mmu_piR_014406|gb|DQ692586|Mus_musculus:18:67174324:67174352:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_016025|gb|DQ694970|Mus_musculus:7:72996429:72996457:Plus	0	1	0	0	0	0	0	1	0	0
mmu_piR_014763|gb|DQ693111|Mus_musculus:2:151015749:151015777:Plus	0	1	0	0	0.5	0.5	0	0.5	0	0.5
mmu_piR_008560|gb|DQ567829|Mus_musculus:12:98826376:98826406:Plus	0	1	1	0	0.5	0	0	0	0	0
mmu_piR_025126|gb|DQ708304|Mus_musculus:18:67182844:67182873:Minus	0	1	0.333333333333333	1.16666666666667	3.16666666666667	1	1.16666666666667	1.33333333333333	1.5	2
mmu_piR_003968|gb|DQ551297|Mus_musculus:18:67163563:67163592:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_006384|gb|DQ561017|Mus_musculus:15:74464290:74464318:Plus	0	1	0	0	0.5	0	0	0	0	0
mmu_piR_001328|gb|DQ543128|Mus_musculus:10:85197548:85197578:Plus	0	1	0	1	0	0	0	0	0	0
mmu_piR_000780|gb|DQ541420|Mus_musculus:5:144021693:144021723:Plus	0	1	1	0	0	0	2	0	0	0
mmu_piR_012875|gb|DQ690284|Mus_musculus:18:67187911:67187940:Minus	0	1	1	0	1	2	0.5	0	0	1
mmu_piR_030422|gb|DQ715941|Mus_musculus:15:59086168:59086198:Minus	0	1	0	0	0	0	0	0	0	0
mmu_piR_012059|gb|DQ689007|Mus_musculus:6:127791770:127791800:Plus	0	1	0	0	0.333333333333333	0	0	0	0	0
mmu_piR_015454|gb|DQ694121|Mus_musculus:4:41997828:41997857:Plus	0	1	0	0	1	0	0	0	1	0
mmu_piR_014607|gb|DQ692865|Mus_musculus:2:92363718:92363746:Plus	0	1	0	0	0	0	0	0	0.5	0
mmu_piR_027621|gb|DQ711925|Mus_musculus:7:125123785:125123813:Minus	0	1	0	0	0	0	0	0	1	0
mmu_piR_009834|gb|DQ685561|Mus_musculus:9:67498363:67498388:Minus	0	1	0	1	0	0	0	0	0	0
mmu_piR_028775|gb|DQ713577|Mus_musculus:7:73664623:73664652:Minus	0	1	0	1	2	0	0	3	3	0
mmu_piR_001885|gb|DQ544647|Mus_musculus:10:62059888:62059918:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_012387|gb|DQ689518|Mus_musculus:8:95079221:95079250:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_038442|gb|piRNA_1284|Mus_musculus:17:27077018:27077039:Plus	0	1	0	0	0	0	0	0	0	0
mmu_piR_034039|gb|DQ721209|Mus_musculus:5:144021062:144021090:Plus	0	1	1	0	0	0	1	0	1	0
mmu_piR_031789|gb|DQ717860|Mus_musculus:7:73698675:73698705:Plus	0	1	0.5	1	0.5	0	0	0	2	1
