	MS28F1_sample2	MS28F1_sample3	MS28F1_sample4	MS28F1_sample5	MS28F1_sample6	MS28F1_sample7	MS28F1_sample8	MS28F1_sample9	MS28F1_sample11	MS28F1_sample14
mmu-miR-5129-5p	1	0	0	0	0	0	0	0	1	0
mmu-miR-466h-5p	1	0	2	0	2	0	0	2	2	3
mmu-miR-369-5p	1	1	0	2	2	2	3	9	4	6
mmu-miR-760-3p	1	0	0	2	1	0	0	4	0	1
mmu-miR-1983	1	2	1	0	1	1	2	0	5	1
mmu-miR-504-5p	1	2	0	0	0	0	1	0	2	4
mmu-miR-193a-3p	1	0	4	0	0	0	0	0	1	3
mmu-miR-7069-3p	1	0	0	0	0	0	0	0	0	0
mmu-miR-511-3p	1	9	7	7	8	2	2	13	17	12
mmu-miR-467b-3p	1	0	0	0	0.5	0	0	0	0	0.5
mmu-miR-5132-5p	1	0	0	0	1	0	0	0	3	0
mmu-miR-463-3p	1	4	8	1	4	3	1	10	7	9
mmu-let-7k	1	0.5	0	0	1	1	1	3	3	2
mmu-miR-708-3p	1	1	1	0	3	0	2	1	3	0
mmu-miR-1934-5p	1	0	0	0	0	0	0	1	0	0
mmu-miR-7240-5p	1	0	0	0	0	0	0	0	0	2
mmu-miR-7669-5p	1	1	1	0	0	1	1	2	3	0
mmu-miR-6988-3p	1	0	0	0	2	0	0	2	1	3
mmu-miR-6902-3p	1	0	0	0	0	0	0	0	0	0
mmu-miR-667-3p	1	0	0	1	3	0	0	1	3	1
mmu-miR-21a-3p	1	2	0	0	3	0	3	2	4	6
mmu-miR-547-3p	1	2	2	3	4	1	0	3	5	12
mmu-miR-93-3p	1	0	0	1	3	2	3	5	8	5
mmu-miR-470-3p	1	2	2	3	5	0	0	1	4	10
mmu-miR-6897-5p	1	0	0	0	0	0	0	0	0	0
mmu-miR-338-3p	1	2	1	1	2	0	0	5	1	8
mmu-miR-299a-3p	1	3	1	2	2	0	0	1	2	1
mmu-miR-543-3p	1	1	0	0	1	0	0	2	4	6
mmu-miR-433-3p	1	1	0	0	1	0	1	6	12	3
mmu-miR-7015-3p	1	0	0	1	0	0	0	1	4	1
mmu-miR-1291	1	1	4	0	2	1	1	4	4	4
mmu-miR-6946-3p	1	1	0	2	2	0	0	0	1	2
mmu-miR-344-3p	1	2	0	5	8	2	0	3	6	5
mmu-mir-3962	1	0	0	0	0	0	0	0	1.5	1
mmu-let-7f-1-3p	1	3	5	1	6	4	5	4	6	6
mmu-miR-1191a	1	6	1	2	3	0	1	9	3	3
mmu-miR-7025-3p	1	0	1	0	0	0	1	0	0	0
mmu-miR-1964-3p	1	8	1	1	1	0	0	3	0	2
mmu-miR-193a-5p	1	4	5	2	4	3	1	7	4	6
mmu-miR-206-3p	1	43	5	1	57	1	7	3	11	6
mmu-miR-1933-5p	1	0	1	0	0	0	0	1	0	0
mmu-miR-296-3p	1	0	0	1	1	0	1	2	2	3
mmu-miR-468-5p	1	1	0	1	4	1	3	4	0	3
mmu-miR-200c-5p	1	1	1	1	2	1	0	0	7	3
mmu-miR-5132-3p	1	0	0	0	0	0	0	0	0	1
mmu-miR-15a-3p	1	0	0	1	0	0	2	0	0	3
mmu-miR-150-3p	1	4	3	3	2	0	1	5	2	2
mmu-miR-1949	1	0	0	0	1	0	0	0	0	1
mmu-miR-365-2-5p	1	0	0	0	0	0	0	1	2	0
mmu-miR-186-3p	1	0	0	1	0	0	0	0	0	0
mmu-miR-3064-5p	1	3	2	0	0	2	0	4	0	3
mmu-miR-341-3p	1	1	5	1	3	0	3	2	2	3
mmu-miR-337-3p	1	1	0	1	0	1	0	0	2	0
mmu-miR-301a-5p	1	1	1	1	3	0	0	1	2	1
mmu-miR-330-3p	1	1	2	1	3	5	3	3	7	10
mmu-miR-202-3p	1	0	0	1	1	0	0	0	1	2
mmu-miR-499-5p	1	12	4	5	7	4	3	1	10	14
mmu-miR-146b-3p	1	0	1	2	0	0	0	0	1	7
mmu-miR-466h-3p	1	0	0	1	1	0	1	1	2	3
mmu-miR-135b-5p	1	0	0	2	1	0	0	2	2	0
mmu-miR-217-5p	1	1	3	3	4	1	0	2	4	5
mmu-miR-132-5p	1	4	1	2	4	4	4	1	7	6
mmu-miR-872-3p	1	20	4	12	8	7	7	15	21	20
mmu-miR-205-3p	1	0	0	0	2	0	1	1	0	1
mmu-miR-190b-5p	1	7	2	1	7	8	1	6	7	9
mmu-miR-1943-5p	1	0	1	0	0	0	0	0	0	2
mmu-miR-27b-5p	1	4	4	1	3	2	0	3	8	11
mmu-miR-676-5p	1	8	11	8	8	5	5	14	19	22
mmu-miR-18a-3p	1	5	1	0	1	0	0	5	10	3
mmu-miR-299a-5p|mmu-miR-299b-5p	1	2	11	3	1	2	3	5	8	3.5
mmu-miR-322-5p	1	5	3	2	3	1	1	5	11	7
mmu-miR-7043-3p	1	0	2	1	2	0	0	4	7	4
mmu-miR-1193-3p	1	1	0	3	3	1	0	3	1	1
mmu-miR-664-5p	1	3	6	2	3	3	2	9	4	13
mmu-miR-130a-5p	1	0	0	0	1	0	0	0	0	0
mmu-miR-190a-5p	1	7	1	3	4	0	0	7	6	4
mmu-miR-582-5p	1	2	4	1	0	1	1	1	3	3
mmu-miR-494-3p	1	2	4	7	5	0	5	12	16	6
mmu-miR-1969	1	2	0	0	0	1	0	0	0	0
mmu-miR-7219-3p	1	0	0	0	1	0	0	2	0	0
mmu-miR-467d-5p	1	7	2	4	6	2	1	5	20	5
mmu-miR-742-5p	1	0	1	2	3	1	0	1	2	1
mmu-miR-669o-5p	1	1	2	1	0	2	0	8	11	3
mmu-miR-196b-3p	1	4	1	1	1	0	2	1	5	2
mmu-miR-127-5p	1	10	10	8	12	6	2	12	12	12
mmu-let-7a-2	0.666666666666667	1	2.66666666666667	0.666666666666667	0.333333333333333	0	0	3.16666666666667	0.583333333333333	0.666666666666667
mmu-miR-103-2-5p	0.5	0	0	0	0	0	0	0	0	0
mmu-miR-103-1-5p	0.5	0	0	0	0	0	0	0	0	0
mmu-miR-28c	0.5	1	0.5	2.5	1.5	0.5	1	2.5	5.5	4.5
mmu-mir-146b	0.5	0	0	0	0.5	0.5	0	0	0.5	0
mmu-mir-466c-1	0.2	0	0.307692307692308	0.2	0	0.25	0.0769230769230769	0.0769230769230769	0.125	0.0769230769230769
mmu-mir-466c-2	0.2	0	0.407692307692308	0.166666666666667	1.2	0.25	0.0769230769230769	0.376923076923077	0.125	0.167832167832168
mmu-mir-466b-8	0.2	0.4	0.407692307692308	0.166666666666667	0	0.25	0.0769230769230769	0.501923076923077	0.725	0.167832167832168
mmu-mir-466b-1	0.2	0.4	0.407692307692308	0.166666666666667	0	0	0.0769230769230769	0.501923076923077	0.725	0.167832167832168
mmu-mir-466b-2	0.2	0	0.407692307692308	0	0	0.25	0.0769230769230769	0.376923076923077	0	0.167832167832168
mmu-mir-466b-7	0.2	0.4	0.407692307692308	0.166666666666667	0	0.25	0.0769230769230769	0.501923076923077	0.6	0.167832167832168
mmu-mir-466b-4	0.2	0	0.307692307692308	0.2	1.86666666666667	0.25	0	0.125	0.125	0.167832167832168
mmu-mir-466p	0.2	0	0.307692307692308	0	0	0.25	0.0769230769230769	0.376923076923077	0.6	0.0769230769230769
mmu-mir-466b-5	0.2	0	0.1	0.2	1.2	0.25	0.0769230769230769	0.0769230769230769	0	0.0909090909090909
mmu-miR-741-5p	0	11	6	7	7	4	1	7	18	10
mmu-miR-28a-5p	0	8	7	8	7	7	6	11	17	12
mmu-miR-466g	0	6	4	2	1	1	3	1	8	6
mmu-miR-129-2-3p	0	5.5	4	6	6.5	2	0	4	0.5	5
mmu-miR-361-5p	0	5	2	1	3	0	1	1	2	4
mmu-miR-532-3p	0	4	6	4	7	1	3	7	14	13
mmu-miR-16-1-3p	0	4	2	1	2	2	1	1	1	3
mmu-miR-147-5p	0	4	1	2	3	1	2	0	9	2
mmu-miR-29b-1-5p	0	4	1	0	1	0	0	1	3	0
mmu-miR-20b-5p	0	4	2	2	15	1	1	6.5	3.5	6.5
mmu-miR-99a-3p	0	3	1	0	3	0	0	1	2	4
mmu-miR-219a-5p	0	3	0	1	0	0	2	0	0	0
mmu-miR-323-3p	0	3	3	0	2	0	0	1	3	1
mmu-miR-5100	0	3	1	1	1	0	0	0	2	0
mmu-miR-203-5p	0	3	1	1	0	1	0	2	0	0
mmu-miR-125b-1-3p	0	3	10	3	11	4	3	8	17	5
mmu-miR-3060-3p	0	3	0	1	1	0	0	1	2	1
mmu-miR-350-5p	0	3	1	3	2	1	1	2	6	0
mmu-miR-450b-3p	0	3	0	2	0	1	0	1	0	3
mmu-miR-700-5p	0	2	4	1	2	0	1	3	3	7
mmu-miR-3066-5p	0	2	1	2	4	1	0	3	0	1
mmu-let-7e-3p	0	2	3	2	3	0	0	4	4	2
mmu-miR-3084-3p	0	2	0	0	1	0	0	2	0	4
mmu-miR-935	0	2	0	0	2	0	0	1	2	3
mmu-miR-376b-3p	0	2	1	5	3	2	1	3	8	3
mmu-miR-7052-3p	0	2	0	0	0	0	0	0	0	1
mmu-miR-7046-3p	0	2	0	2	0	0	0	0	0	1
mmu-miR-883a-5p	0	2	1	1	2	0	1	0	2	6
mmu-miR-5626-5p	0	2	0	0	0	0	0	0	0	0
mmu-miR-701-5p	0	2	1	0	1	0	0	0	5	1
mmu-miR-210-5p	0	2	1	1	6	2	1	2	5	2
mmu-miR-7035-3p	0	2	0	0	0	0	0	0	0	0
mmu-miR-3473d	0	2	0	0	1	1	0	1	2	0
mmu-miR-505-5p	0	2	0	0	1	0	1	3	3	3
mmu-miR-377-3p	0	2	2	1	1	0	0	0	0	0
mmu-miR-5107-3p	0	2	0	0	0	1	0	1	2	3
mmu-miR-490-3p	0	2	2	0	2	0	0	1	1	2
mmu-miR-877-3p	0	2	2	0	3	0	2	5	1	1
mmu-miR-378a-5p	0	2	5	1	4	1	2	4	7	11
mmu-miR-141-5p	0	2	8	2	12	4	2	5	16	4
mmu-let-7c-1	0	1.5	0.833333333333333	0.333333333333333	1.16666666666667	0.333333333333333	0.583333333333333	1	3.5	0
mmu-miR-582-3p	0	1	0	0	0	0	3	1	4	2
mmu-miR-20a-3p	0	1	1	1	4	0	1	1	5	2
mmu-miR-466f-3p	0	1	2	0	0	0	0	0	2	3
mmu-miR-7649-5p	0	1	0	0	0	0	0	0	0	0
mmu-miR-9769-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-466m-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-540-3p	0	1	0	0	1	0	1	4	0	0
mmu-miR-7001-5p	0	1	0	0	0	0	0	0	0	0
mmu-miR-6952-3p	0	1	0	0	0	0	0	2	1	2
mmu-miR-511-5p	0	1	0	1	2	1	0	1	4	4
mmu-miR-669m-3p	0	1	1	0	2	2	0	0	2	0
mmu-miR-1927	0	1	0	0	1	0	0	1	0	3
mmu-mir-6402	0	1	0	0	1.5	0	0	2	3	1
mmu-miR-380-5p	0	1	1	0	1	0	0	1	1	0
mmu-miR-293-3p	0	1	1	0	0	0	0	0	2	0
mmu-miR-431-5p	0	1	2	3	7	0	3	6	7	5
mmu-miR-194-2-3p	0	1	0	0	0	0	1	0	0	0
mmu-miR-376a-5p	0	1	1	0	0	2	0	0	1	0
mmu-miR-182-3p	0	1	4	3	3	0	0	1	4	8
mmu-miR-1948-5p	0	1	0	0	1	0	0	1	1	3
mmu-miR-380-3p	0	1	2	0	1	1	0	0	0	1
mmu-miR-6538	0	1	2	1	4	1	1	6	2	1
mmu-miR-7236-3p	0	1	0	1	0	0	0	0	1	0
mmu-miR-6970-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-503-3p	0	1	0	0	1	0	0	5	0	4
mmu-miR-6516-5p	0	1	4	0	0	1	3	3	1	5
mmu-miR-219a-1-3p	0	1	0	0	1	0	0	2	2	0
mmu-miR-3109-3p	0	1	0	0	0	0	0	1	1	0
mmu-miR-6964-3p	0	1	0	0	0	0	0	0	0	1
mmu-miR-190a-3p	0	1	0	0	1	0	0	1	0	0
mmu-miR-8120	0	1	0	0	0	0	0	1	0	0
mmu-miR-491-5p	0	1	1	0	1	0	0	0	1	0
mmu-miR-7222-3p	0	1	0	0	0	0	0	0	0	0
mmu-let-7i	0	1	0	0	0	0	0	0	0	0
mmu-miR-574-5p	0	1	0	2	3	0	1	6	12	3
mmu-miR-7024-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-669l-5p	0	1	5	3	2	0	1	11	4	4
mmu-miR-133a-5p	0	1	0	1	3	0	0	0	4	3
mmu-miR-6973a-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-1247-5p	0	1	1	0	1	0	0	0	1	1
mmu-miR-295-3p	0	1	1	1	3	0	0	0	2	0
mmu-miR-5107-5p	0	1	0	0	0	1	0	0	3	2
mmu-miR-6972-3p	0	1	0	0	1	0	0	1	1	0
mmu-miR-483-3p	0	1	0	0	0	0	0	0	1	0
mmu-miR-216b-5p	0	1	0	2	1	0	1	0	0	0
mmu-miR-669f-5p	0	1	0	0	0	0	0	0	0	0
mmu-miR-7210-3p	0	1	1	1	0	0	0	2	2	1
mmu-miR-101a-5p	0	1	2	0	2	3	1	0	1	1
mmu-let-7c-2	0	1	0.833333333333333	0.333333333333333	0.666666666666667	0.333333333333333	0.583333333333333	1	3.5	0.5
mmu-miR-7061-5p	0	1	0	0	0	0	0	1	0	0
mmu-miR-6903-5p	0	1	0	0	0	0	0	0	0	0
mmu-miR-880-3p	0	1	1	0	1	0	3	0	1	4
mmu-miR-8094	0	1	0	0	2	1	2	1	0	4
mmu-miR-301a-3p	0	1	0	1	1	0	0	0	0	2
mmu-miR-188-5p	0	1	1	1	0	1	1	0	1	2
mmu-miR-5114	0	1	0	1	0	0	0	1	1	2
mmu-miR-6919-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-5119	0	1	5	1	0	0	0	0	2	1
mmu-miR-592-5p	0	1	0	0	1	0	1	3	2	0
mmu-miR-6238	0	1	0	0	0	0	1	0	0	0
mmu-miR-3072-5p	0	1	0	0	0	0	0	0	0	0
mmu-miR-195b	0	1	0	0	1	0	0	0	1	1
mmu-miR-7242-3p	0	1	0	0	1	0	0	0	0	2
mmu-miR-7229-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-7030-3p	0	1	0	0	1	0	0	1	1	2
mmu-miR-23b-5p	0	1	0	1	0	0	1	1	6	3
mmu-miR-7091-3p	0	1	1	0	0	0	0	0	1	0
mmu-miR-7093-3p	0	1	0	0	0	0	0	0	0	0
mmu-miR-384-3p	0	1	0	0	1	0	0	0	1	0
mmu-miR-542-3p	0	1	0	0	1	0	0	0	1	1
mmu-miR-467e-3p	0	0.5	1	0.666666666666667	0	0	0	1.33333333333333	2.16666666666667	0.333333333333333
mmu-miR-486b-3p	0	0.5	0	0.5	1.5	0	0	1.5	1.5	1
mmu-mir-101b	0	0.5	0.5	3	2	0.5	0.5	2.5	1	6
mmu-miR-129-1-3p	0	0.5	0	0	2.5	0	0	0	0.5	0
mmu-mir-1843b	0	0.5	0	0	0	0	0	0	0	0
mmu-mir-10a	0	0.5	0	0	0	0	0	0	0	0
mmu-mir-29c	0	0.5	0	0	0	0	0	0.5	0	0
mmu-miR-467c-3p	0	0.5	1	0.666666666666667	0	0	0	1.33333333333333	2.16666666666667	0.333333333333333
mmu-miR-3964	0	0.5	0	0.5	1	0	1	0	1	0
mmu-miR-486a-3p|mmu-miR-486b-3p	0	0.5	0	0.5	1.5	0	0	2.5	1.5	3
mmu-miR-21c	0	0.5	0	0	0	0	0	0	0	0
mmu-mir-466b-6	0	0.4	0.407692307692308	0.166666666666667	0	0.25	0.0769230769230769	0.501923076923077	0.125	0.167832167832168
mmu-miR-3474	0	0	4	4	1	0	1	1	6	2
mmu-miR-125a-3p	0	0	3	3	0	2	0	2	5	2
mmu-miR-370-3p	0	0	3	3	4	1	0	10	8	8
mmu-miR-488-3p	0	0	2	0	1	0	0	1	0	0
mmu-miR-5108	0	0	2	1	0	0	0	2	0	0
mmu-miR-291a-3p	0	0	2	0	0	0	0	0	1	0
mmu-miR-467f	0	0	2	0	0	0	0	0	0	0
mmu-miR-6980-3p	0	0	1	1	0	0	0	0	0	1
mmu-miR-32-3p	0	0	1	2	0	0	0	3	2	1
mmu-miR-331-5p	0	0	1	2	1	1	1	1	1	2
mmu-miR-23a-5p	0	0	1	0	1	1	0	0	0	0
mmu-miR-6418-3p	0	0	1	0	0	0	0	1	0	0
mmu-miR-494-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-7031-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-6899-3p	0	0	1	0	0	0	0	0	0	1
mmu-miR-5106	0	0	1	0	1	0	0	0	0	0
mmu-miR-449c-3p	0	0	1	0	0	0	0	0	1	0
mmu-miR-669e-5p	0	0	1	1	1	1	0	0	2	5
mmu-miR-196a-1-3p	0	0	1	2	0	2	0	2	2	3
mmu-miR-1964-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-5104	0	0	1	0	0	0	0	0	0	0
mmu-miR-5113	0	0	1	0	0	0	1	0	1	0
mmu-miR-467h	0	0	1	0	0	1	0	0	0	1
mmu-miR-450b-5p	0	0	1	0	0	1	0	0	0	0
mmu-miR-297b-5p	0	0	1	0	2	1	0	1	4	1
mmu-miR-33-5p	0	0	1	1	0	0	2	0	5	2
mmu-miR-137-5p	0	0	1	0	0	2	0	2	0	1
mmu-miR-5112	0	0	1	0	0	0	0	0	1	0
mmu-miR-742-3p	0	0	1	3	4	0	0	0	5	1
mmu-miR-6948-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-3072-3p	0	0	1	3	3	1	1	5	3	4
mmu-miR-1961	0	0	1	1	1	1	0	1	3	1
mmu-miR-669b-3p	0	0	1	0	1	0	0	0	0	0
mmu-miR-33-3p	0	0	1	3	6	1	1	2	5	1
mmu-miR-6976-3p	0	0	1	0	0	0	0	0	1	0
mmu-miR-6909-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-6906-3p	0	0	1	0	0	0	0	1	0	1
mmu-miR-7059-5p	0	0	1	0	0	0	0	0	0	1
mmu-miR-6916-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-1b-5p	0	0	1	0	0	0	0	0	0	0
mmu-miR-466b-5p|mmu-miR-466o-5p	0	0	1	0	0.5	0	0.5	1	1	0.5
mmu-miR-615-5p	0	0	1	0	0	0	0	0	1	1
mmu-miR-678	0	0	1	0	0	0	0	0	0	0
mmu-miR-1945	0	0	1	0	2	0	1	0	4	2
mmu-miR-490-5p	0	0	1	0	0	0	0	0	1	1
mmu-miR-879-5p	0	0	1	0	0	0	0	0	1	1
mmu-miR-467g	0	0	1	0	0	0	0	0	0	0
mmu-miR-6964-5p	0	0	1	1	0	0	0	0	1	0
mmu-miR-7647-5p	0	0	1	0	0	0	0	1	0	0
mmu-miR-212-5p	0	0	1	1	1	0	0	2	1	2
mmu-miR-154-3p	0	0	1	1	1	0	1	0	1	1
mmu-miR-5129-3p	0	0	1	0	0	0	0	0	0	0
mmu-miR-1247-3p	0	0	1	3	0	1	1	1	2	2
mmu-miR-3102-3p	0	0	1	2	3	1	0	2	1	8
mmu-miR-466d-5p|mmu-miR-466n-5p	0	0	1	0	0	0	0	0	1	1
mmu-miR-7685-3p	0	0	1	0	0	0	0	0	0	0
mmu-mir-434	0	0	0.5	0	0	0	0	0	0	0
mmu-miR-466a-3p|mmu-miR-466e-3p	0	0	0.5	0.5	0.5	0.5	0.5	0	0.5	1.5
mmu-miR-3962	0	0	0.5	1.5	1	0	0	1	2.5	1
mmu-mir-466c-3	0	0	0.407692307692308	0	0	0	0.0769230769230769	0.201923076923077	0.125	0.167832167832168
mmu-mir-466a	0	0	0.407692307692308	0	0	0.25	0.0769230769230769	0.501923076923077	0	0.167832167832168
mmu-mir-466e	0	0	0.307692307692308	0.2	1.86666666666667	0.25	0.0769230769230769	0.376923076923077	0	0.0769230769230769
mmu-mir-467a-4	0	0	0.25	0	0	0	0	0	0	0
mmu-mir-467a-9	0	0	0.25	0	0	0	0	0	0	0
mmu-mir-467a-2	0	0	0.25	0.125	0	0	0	0	0	0
mmu-mir-467c	0	0	0.25	0.125	0	0	0	0	0	0
mmu-mir-467d	0	0	0.25	0.125	0	0	0	0	0	0
mmu-mir-467a-1	0	0	0.25	0	0	0	0	0	0	0
mmu-mir-467a-7	0	0	0.25	0	0	0	0	0	0	0
mmu-miR-7224-3p	0	0	0	3	0	0	0	3	0	0
mmu-miR-505-3p	0	0	0	2	0	0	0	0	2	1
mmu-miR-7068-3p	0	0	0	2	1	0	1	2	1	1
mmu-miR-3473e	0	0	0	2	0	0	0	0	0	0
mmu-miR-6975-3p	0	0	0	2	2	0	0	0	0	1
mmu-mir-669p-1	0	0	0	1.33333333333333	0.25	0	0	0.666666666666667	0.833333333333333	0.5
mmu-mir-669p-2	0	0	0	1.33333333333333	0.25	0	0	0.666666666666667	0.833333333333333	0.5
mmu-miR-3081-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-8112	0	0	0	1	0	0	2	0	0	1
mmu-miR-6904-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-7085-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-7021-5p	0	0	0	1	0	0	0	0	0	0
mmu-miR-130b-5p	0	0	0	1	0	0	0	0	1	0
mmu-miR-7210-5p	0	0	0	1	0	1	0	0	0	1
mmu-miR-431-3p	0	0	0	1	0	0	0	0	0	1
mmu-miR-222-5p	0	0	0	1	1	0	0	0	0	0
mmu-miR-216a-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-493-5p	0	0	0	1	0	0	0	0	2	1
mmu-miR-7092-5p	0	0	0	1	0	0	0	1	0	0
mmu-miR-6971-3p	0	0	0	1	1	0	0	0	0	0
mmu-miR-5624-5p	0	0	0	1	0	0	0	0	0	0
mmu-let-7a-2-3p	0	0	0	1	0	0	0	0	1	1
mmu-miR-6918-5p	0	0	0	1	0	0	0	0	0	0
mmu-miR-3572-5p	0	0	0	1	0	0	0	0	0	0
mmu-miR-7655-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-3062-5p	0	0	0	1	0	0	0	0	0	0
mmu-miR-465d-3p	0	0	0	1	1	0	0	0.5	0	1
mmu-miR-135a-2-3p	0	0	0	1	0	1	0	1	0	2
mmu-miR-7649-3p	0	0	0	1	0	0	0	0	1	0
mmu-miR-7084-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-7083-5p	0	0	0	1	0	0	0	0	1	0
mmu-miR-3061-5p	0	0	0	1	0	0	0	0	0	0
mmu-miR-1960	0	0	0	1	0	0	0	0	1	0
mmu-miR-144-5p	0	0	0	1	1	0	1	0	0	0
mmu-miR-5101	0	0	0	1	0	1	0	0	1	1
mmu-miR-3094-3p	0	0	0	1	0	0	0	0	2	0
mmu-miR-669e-3p	0	0	0	1	0	0	0	0	0	0
mmu-miR-1a-1-5p	0	0	0	1	0	0	0	0	2	0
mmu-miR-449a-3p	0	0	0	1	1	0	0	0	1	0
mmu-miR-483-5p	0	0	0	1	0	0	0	1	1	0
mmu-miR-1668	0	0	0	1	2	0	0	0	0	0
mmu-miR-6908-3p	0	0	0	1	0	0	1	0	0	0
mmu-mir-27a	0	0	0	0.5	0	0	0	0	0	1
mmu-mir-467a-6	0	0	0	0.125	0	0	0	0	0	0
mmu-mir-467a-3	0	0	0	0.125	0	0	0	0	0	0
mmu-mir-467a-5	0	0	0	0.125	0	0	0	0	0	0
mmu-mir-467e	0	0	0	0.125	0	0	0	0	0	0
mmu-miR-1982-3p	0	0	0	0	4	0	0	0	3	0
mmu-miR-196a-2-3p	0	0	0	0	2	0	0	0	0	0
mmu-miR-3082-3p	0	0	0	0	2	1	0	0	2	2
mmu-miR-3086-5p	0	0	0	0	2	0	0	0	0	0
mmu-miR-338-5p	0	0	0	0	2	0	0	0	6	1
mmu-miR-292a-5p	0	0	0	0	2	1	0	0	2	0
mmu-miR-181d-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-1224-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-193b-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-207	0	0	0	0	1	0	0	0	0	0
mmu-miR-1188-5p	0	0	0	0	1	0	0	0	0	1
mmu-miR-6967-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-694	0	0	0	0	1	0	0	2	0	0
mmu-miR-376c-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-760-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-3547-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-666-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-219a-2-3p	0	0	0	0	1	0	0	1	1	0
mmu-miR-1298-5p	0	0	0	0	1	1	0	0	0	0
mmu-miR-433-5p	0	0	0	0	1	0	0	0	0	1
mmu-miR-669l-3p	0	0	0	0	1	0	0	0.5	0	0
mmu-miR-3110-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-292a-3p	0	0	0	0	1	0	0	0	1	0
mmu-miR-7034-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-208b-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-669a-3-3p	0	0	0	0	1	0	0	0	1	1
mmu-miR-6540-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-468-3p	0	0	0	0	1	0	0	0	1	1
mmu-miR-3103-3p	0	0	0	0	1	0	0	0	0	1
mmu-miR-5615-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-382-3p	0	0	0	0	1	1	0	0	2	1
mmu-miR-3069-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-6922-3p	0	0	0	0	1	0	0	0	1	0
mmu-miR-188-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-3087-3p	0	0	0	0	1	0	0	2	1	0
mmu-miR-7033-5p	0	0	0	0	1	0	0	0	0	0
mmu-miR-138-1-3p	0	0	0	0	1	1	0	0	0	0
mmu-miR-3102-3p.2-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-7067-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-7676-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-7674-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-6983-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-6897-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-1b-3p	0	0	0	0	1	0	0	1	0	0
mmu-miR-701-3p	0	0	0	0	1	0	0	0	0	0
mmu-miR-3067-5p	0	0	0	0	1	0	0	1	1	1
mmu-miR-669d-2-3p|mmu-miR-669d-3p	0	0	0	0	0.5	0	0	0.5	0	0
mmu-miR-466b-5p|mmu-miR-466e-5p|mmu-miR-466o-5p	0	0	0	0	0.5	0	0.5	0	0	0.5
mmu-miR-669d-2-3p	0	0	0	0	0.5	0	0	0	0	0
mmu-mir-669a-3	0	0	0	0	0.25	0	0	0	0.5	0.5
mmu-miR-204-3p	0	0	0	0	0	3	0	2	1	2
mmu-miR-3059-5p	0	0	0	0	0	2	0	0	0	0
mmu-miR-7a-2-3p	0	0	0	0	0	2	0	0	1	0
mmu-miR-6539	0	0	0	0	0	2	0	0	0	0
mmu-miR-7214-5p	0	0	0	0	0	1	0	0	1	1
mmu-let-7g-3p	0	0	0	0	0	1	0	0	0	2
mmu-miR-3965	0	0	0	0	0	1	0	0	0	0
mmu-miR-1941-5p	0	0	0	0	0	1	0	0	0	1
mmu-miR-374c-3p	0	0	0	0	0	1	0	2	0	0
mmu-miR-297c-5p	0	0	0	0	0	1	0	0	0	0
mmu-miR-1306-3p	0	0	0	0	0	1	0	2	2	1
mmu-miR-7075-3p	0	0	0	0	0	1	0	0	1	2
mmu-miR-677-3p	0	0	0	0	0	1	0	1	1	1
